technology,techdetail,techdetail2,metric,parameter,parameterdetail,value,units,$year,scenario,year,atb_year,description,resourcedetail,resourcedetail2,source,notes
Pumped Storage Hydropower,Class 4,12,,Max Sum Storage Capacity GWh,,14.49,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Max Sum Storage Capacity GWh,,11.25,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Max Sum Storage Capacity GWh,,13.4,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Max Sum Storage Capacity GWh,,10.15,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,12,,Max Sum Storage Capacity GWh,,8.89,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,12,,Max Sum Storage Capacity GWh,,15.33,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,12,,Max Sum Storage Capacity GWh,,7.58,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,12,,Max Sum Storage Capacity GWh,,14.87,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,12,,Max Sum Storage Capacity GWh,,8.63,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,12,,Max Sum Storage Capacity GWh,,9.52,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,12,,Max Sum Storage Capacity GWh,,7.4,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,12,,Max Sum Storage Capacity GWh,,7.72,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Sum Storage Capacity GWh,,9.66,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Sum Storage Capacity GWh,,19.61,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Sum Storage Capacity GWh,,21.3,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Mean Sum Storage Capacity GWh,,9.66,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Mean Sum Storage Capacity GWh,,19.61,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Mean Sum Storage Capacity GWh,,10.65,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Median Sum Storage Capacity GWh,,9.66,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Median Sum Storage Capacity GWh,,19.61,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Median Sum Storage Capacity GWh,,10.65,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Min Sum Storage Capacity GWh,,9.66,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Min Sum Storage Capacity GWh,,19.61,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Min Sum Storage Capacity GWh,,8.97,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Max Sum Storage Capacity GWh,,9.66,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Max Sum Storage Capacity GWh,,19.61,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Max Sum Storage Capacity GWh,,12.33,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Sum Storage Capacity GWh,,12.79,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Sum Storage Capacity GWh,,9.08,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Sum Storage Capacity GWh,,11.54,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Mean Sum Storage Capacity GWh,,12.79,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Mean Sum Storage Capacity GWh,,9.08,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Mean Sum Storage Capacity GWh,,11.54,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Median Sum Storage Capacity GWh,,12.79,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Median Sum Storage Capacity GWh,,9.08,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Median Sum Storage Capacity GWh,,11.54,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Min Sum Storage Capacity GWh,,12.79,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Min Sum Storage Capacity GWh,,9.08,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Min Sum Storage Capacity GWh,,11.54,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Max Sum Storage Capacity GWh,,12.79,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Max Sum Storage Capacity GWh,,9.08,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Max Sum Storage Capacity GWh,,11.54,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Sum Storage Capacity GWh,,10.62,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Sum Storage Capacity GWh,,14.12,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Mean Sum Storage Capacity GWh,,10.62,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Mean Sum Storage Capacity GWh,,14.12,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Median Sum Storage Capacity GWh,,10.62,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Median Sum Storage Capacity GWh,,14.12,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Min Sum Storage Capacity GWh,,10.62,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Min Sum Storage Capacity GWh,,14.12,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Max Sum Storage Capacity GWh,,10.62,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Max Sum Storage Capacity GWh,,14.12,GWh,,,,2024,,one new reservoir,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Mean Reservoir Distance m,,4961.794286,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Mean Reservoir Distance m,,4611.125,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Mean Reservoir Distance m,,4338.292857,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Mean Reservoir Distance m,,5328.045,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Mean Reservoir Distance m,,5018.018571,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Mean Reservoir Distance m,,5197.512,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Mean Reservoir Distance m,,5043.395833,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Mean Reservoir Distance m,,3461.704444,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Mean Reservoir Distance m,,5704.873333,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Mean Reservoir Distance m,,4180.908333,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Mean Reservoir Distance m,,4498.343333,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Mean Reservoir Distance m,,3924.128,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Mean Reservoir Distance m,,3788.668333,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Mean Reservoir Distance m,,4595.423077,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Mean Reservoir Distance m,,5330.3,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Mean Hydraulic Head m,,586.7142857,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Mean Hydraulic Head m,,559.8333333,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Mean Hydraulic Head m,,568,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Mean Hydraulic Head m,,551.25,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Mean Hydraulic Head m,,546.5714286,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Mean Hydraulic Head m,,518.8,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Mean Hydraulic Head m,,528.9166667,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Mean Hydraulic Head m,,352.6666667,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Mean Hydraulic Head m,,572,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Mean Hydraulic Head m,,463,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Mean Hydraulic Head m,,489.6666667,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Mean Hydraulic Head m,,418.2,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Mean Hydraulic Head m,,463.1666667,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Mean Hydraulic Head m,,461.6923077,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Mean Hydraulic Head m,,544.4444444,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Median Reservoir Distance m,,5366.06,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Median Reservoir Distance m,,4524.01,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Median Reservoir Distance m,,4472.52,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Median Reservoir Distance m,,5199.085,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Median Reservoir Distance m,,5119.73,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Median Reservoir Distance m,,5209.99,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Median Reservoir Distance m,,4996.71,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Median Reservoir Distance m,,2821.44,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Median Reservoir Distance m,,5795.315,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Median Reservoir Distance m,,3999.915,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Median Reservoir Distance m,,4310.09,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Median Reservoir Distance m,,3885.9,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Median Reservoir Distance m,,3703.42,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Median Reservoir Distance m,,4785.92,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Median Reservoir Distance m,,5206.19,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Median Hydraulic Head m,,592,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Median Hydraulic Head m,,599.5,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Median Hydraulic Head m,,579,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Median Hydraulic Head m,,551,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Median Hydraulic Head m,,532,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Median Hydraulic Head m,,564,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Median Hydraulic Head m,,524.5,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Median Hydraulic Head m,,322,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Median Hydraulic Head m,,549.5,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Median Hydraulic Head m,,430.5,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Median Hydraulic Head m,,478,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Median Hydraulic Head m,,450,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Median Hydraulic Head m,,474.5,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Median Hydraulic Head m,,498,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Median Hydraulic Head m,,569,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Min Reservoir Distance m,,3216.72,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Min Reservoir Distance m,,3216.86,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Min Reservoir Distance m,,2696.16,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Min Reservoir Distance m,,4770.38,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Min Reservoir Distance m,,2566.89,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Min Reservoir Distance m,,2241.99,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Min Reservoir Distance m,,2969.85,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Min Reservoir Distance m,,1950,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Min Reservoir Distance m,,3477.54,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Min Reservoir Distance m,,2221.82,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Min Reservoir Distance m,,1883.08,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Min Reservoir Distance m,,2623.93,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Min Reservoir Distance m,,2701.5,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Min Reservoir Distance m,,2524.46,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Min Reservoir Distance m,,3816.73,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Min Hydraulic Head m,,471,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Min Hydraulic Head m,,380,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Min Hydraulic Head m,,420,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Min Hydraulic Head m,,451,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Min Hydraulic Head m,,452,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Min Hydraulic Head m,,221,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Min Hydraulic Head m,,373,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Min Hydraulic Head m,,209,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Min Hydraulic Head m,,476,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Min Hydraulic Head m,,311,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Min Hydraulic Head m,,306,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Min Hydraulic Head m,,271,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Min Hydraulic Head m,,290,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Min Hydraulic Head m,,271,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Min Hydraulic Head m,,389,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Max Reservoir Distance m,,6919.02,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Max Reservoir Distance m,,6064.75,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Max Reservoir Distance m,,6783.25,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Max Reservoir Distance m,,6143.63,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Max Reservoir Distance m,,6928.7,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Max Reservoir Distance m,,7544.03,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Max Reservoir Distance m,,6400.62,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Max Reservoir Distance m,,5670.87,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Max Reservoir Distance m,,7393.04,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Max Reservoir Distance m,,7223.59,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Max Reservoir Distance m,,6631.9,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Max Reservoir Distance m,,5138.76,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Max Reservoir Distance m,,5161.13,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Max Reservoir Distance m,,7523.96,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Max Reservoir Distance m,,7021.09,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Max Hydraulic Head m,,712,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Max Hydraulic Head m,,621,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Max Hydraulic Head m,,657,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Max Hydraulic Head m,,652,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Max Hydraulic Head m,,671,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Max Hydraulic Head m,,702,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Max Hydraulic Head m,,640,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Max Hydraulic Head m,,549,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Max Hydraulic Head m,,689,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Max Hydraulic Head m,,698,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Max Hydraulic Head m,,610,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Max Hydraulic Head m,,491,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Max Hydraulic Head m,,666,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Max Hydraulic Head m,,712,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Max Hydraulic Head m,,701,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Mean Reservoir Distance m,,4961.794286,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Mean Reservoir Distance m,,4579.605,m,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
