technology,techdetail,techdetail2,metric,parameter,parameterdetail,value,units,$year,scenario,year,atb_year,description,resourcedetail,resourcedetail2,source,notes
Hydropower,NPD 2,,Technology,Water Conv. Length,,2172.750105,ft,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Technology,Water Conv. Length,,2172.750105,ft,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Technology,Water Conv. Length,,2172.750105,ft,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,6329.988893,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,3174.572087,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,2887.189771,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,6329.988893,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,6329.988893,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,6329.988893,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,6329.988893,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,3341.654829,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,CAPEX,,3207.988636,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,350.8280839,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,272.1749249,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,247.5359316,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,350.8280839,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,350.8280839,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,350.8280839,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,350.8280839,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,286.4999209,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Development,,275.0399241,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,109.9579105,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,104.460015,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,95.00363472,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,109.9579105,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,109.9579105,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,109.9579105,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,109.9579105,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,109.9579105,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Elec. Infrastructure,,105.5595941,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,738.0769448,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,701.1730976,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,637.6984804,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,738.0769448,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,738.0769448,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,738.0769448,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,738.0769448,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,738.0769448,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Electro-Mechanical,,708.553867,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,717.5017404,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,348.2876595,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,316.7584609,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,717.5017404,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,717.5017404,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,717.5017404,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,717.5017404,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,366.618589,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Eng. & Const. Mgt,,351.9538454,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,478.3304213,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,232.1917731,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,211.1723073,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,478.3304213,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,478.3304213,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,478.3304213,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,478.3304213,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,244.4123927,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Env. Mitigation,,234.635897,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,5979.160809,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,2902.397163,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,2639.65384,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,5979.160809,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,5979.160809,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,5979.160809,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,5979.160809,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,3055.154908,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Initial Capital Cost,,2932.948712,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,99.04657346,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,94.09424479,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,85.57623947,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,99.04657346,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,99.04657346,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,99.04657346,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,99.04657346,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,99.04657346,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,O&M,,95.08471052,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,240.6324075,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,228.600787,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,207.9064,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,240.6324075,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,240.6324075,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,240.6324075,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,240.6324075,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,240.6324075,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Powerhouse,,231.0071111,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,83.32984504,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,79.1633528,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,71.99698612,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,83.32984504,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,83.32984504,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,83.32984504,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,83.32984504,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,83.32984504,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Site Preparation,,79.99665125,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,3611.331539,$/kW,2022,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,1223.862915,$/kW,2022,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,1113.071114,$/kW,2022,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,3611.331539,$/kW,2022,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,3611.331539,$/kW,2022,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,3611.331539,$/kW,2022,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,3611.331539,$/kW,2022,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,1288.276753,$/kW,2022,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 2,,Cost,Water Conveyance,,1236.745683,$/kW,2022,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity,,6.686818056,MW,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.352884277,Rate,2019,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.342805173,Rate,2019,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.342805173,Rate,2019,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.352884277,Rate,2019,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.352884277,Rate,2019,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.352884277,Rate,2019,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.352884277,Rate,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.342805173,Rate,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Capacity Factor,,0.342805173,Rate,2019,Moderate,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Advanced,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Advanced,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Advanced,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Conservative,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Conservative,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Conservative,2040,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Moderate,2020,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 3,,Technology,Dist. to Substation,,1.958177192,mi,2019,Moderate,2030,2024,Medium Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
